Breitingen,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/16741/Breitingen," In geteiltem Schild oben in Grün ein silberner (weißer) Rautenkranz, unten in Gold (Gelb) ein blauer Wellenpfahl. ",7796711-2
Hausen am Bussen,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/16824/Hausen+am+Bussen," In Rot auf grünem Berg ein goldenes (gelbes) Giebelhaus, belegt mit einem roten sechsstrahligen Stern über schräg gekreuztem rotem Schlüssel (schrägrechts, Bart oben, nach außen gerichtet) und rotem Schwert (schräglinks). ",7821472-5
Nerenstetten,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/16893/Nerenstetten," Von Gold (Gelb) und Rot im Zinnenschnitt erhöht geteilt, unten eine goldene (gelbe) Lilie. ",7828489-2
Rammingen,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/16920/Rammingen," In Rot ein aufgerichteter, schwarz gehörnter silberner (weißer) Widder (Ramm). ",4654867-1
Rheinau,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/12181/Rheinau, In Gold (Gelb) mit rotem Schildbord ein schwarzer Löwe. ,4049738-0
Ebersbach-Musbach,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/20667/Ebersbach-Musbach," In Silber (Weiß) ein doppelreihig von Rot und Silber (Weiß) geschachter Schrägbalken (Zisterzienserbalken), überdeckt mit einem durchgehenden schwarzen Tatzenkreuz (Deutschordenskreuz). ",4542826-8
Unterreichenbach,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/6923/Unterreichenbach," In Silber (Weiß) ein blauer Wellenbalken, darüber eine liegende schwarze Hirschstange, darunter die schwarzen lateinischen Großbuchstaben UR. ",4325848-7
Aspach,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/1694/Aspach," Von Grün und Silber (Weiß) im Wellenschnitt schräglinks geteilt, das silberne (weiße) Feld oben in ein schräges silbernes (weißes) Espenblatt, das grüne Feld unten in eine grüne Weintraube auslaufend. ",4104204-9
Emerkingen,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/16805/Emerkingen, In Silber (Weiß) ein liegender roter Mauerhaken (N mit spitzen Enden). ,7817924-5
Marbach am Neckar,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/1033/Marbach+am+Neckar," In Gold (Gelb) gespalten, vorne drei liegende schwarze Hirschstangen übereinander, hinten ein viereckiger silberner (weißer) Zinnenturm mit rotem Pyramidendach, umrankt von einer grünen Weinrebe mit grünen Blättern und zwei blauen Trauben. ",4037443-9
Hartheim,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/8383/Hartheim, In Blau zwei schräggekreuzte goldene (gelbe) Schlüssel mit dem Bart nach oben und nach außen gekehrt. ,4278582-0
Aichelberg,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/566/Aichelberg, In Rot über silbernem (weißem) Dreiberg drei (2:1) steigende silberne (weiße) Eicheln. ,4267360-4
Weingarten,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/20557/Weingarten," Geviert mit goldenem (gelbem) Herzschild, darin auf grünem Dreiberg ein grüner Weinstock in Form einer Abtsstab-Krümme mit vier nach außen weisenden grünen Blättern und einer in der Krümme hängenden blauen Traube; Feld 1: in Rot ein linksgewendeter silberner (weißer) Löwe, der in den Vorderpranken ein goldenes (gelbes) Schildchen mit doppelköpfigem schwarzem Adler hält; Feld 2: in Silber (Weiß) ein roter Löwe, der in den Vorderpranken ein rotes Schildchen mit silbernem (weißem) Balken hält; Feld 3: in Silber (Weiß) ein linksgewendeter roter Löwe; Feld 4: in Rot ein silberner (weißer) Löwe. ",4065156-3
Karlsdorf-Neuthard,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/5548/Karlsdorf-Neuthard," In gespaltenem Schild vorn in Gold (Gelb) schräggekreuzt ein schwarzer Schiffshaken und ein schwarzes Ruder, überdeckt mit einem schwarzen Kelch, hinten in Blau eine auffliegende silberne (weiße) Ente mit goldenem (gelbem) Schnabel und goldenen (gelben) Füßen. ",4200038-5
Hügelsheim,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/5757/H%C3%BCgelsheim," In gespaltenem Schild vorn in Gold (Gelb) ein roter Balken, hinten in Blau das goldene (gelbe) Ortszeichen in Form eines stilisierten Rostes. ",4732912-9
Schönbrunn,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/6502/Sch%C3%B6nbrunn, In Silber (Weiß) auf grünem Boden ein roter Röhrenbrunnen mit blauem Wasserstrahl. ,4235638-6
Malterdingen,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/9914/Malterdingen," In gespaltenem Schild vorn in Gold (Gelb) ein roter Schrägbalken, hinten in Silber (Weiß) ein blaues Rebmesser mit schwarzem Griff. ",7827411-4
Kirchberg an der Murr,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/1418/Kirchberg+an+der+Murr," In Rot auf grünem Berg eine eintürmige silberne (weiße) Kirche, auf dem Pyramidendach des heraldisch links stehenden Turmes und auf dem Dachfirst des dreifenstrigen Kirchenschiffs je ein silbernes (weißes) Kreuz. ",4368802-0
Weissach im Tal,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/1630/Weissach+im+Tal," In Blau über einem erniedrigten silbernen (weißen) Wellenbalken ein silberner (weißer) Schlüssel (Bart oben rechts), dessen Griff die Form eines Entenfußes hat. ",4065224-5
Burgstetten,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/1334/Burgstetten," Unter blauem Schildhaupt, darin ein mit goldenen (gelben) Wimpern versehenes blaues Auge, in Gold (Gelb) zwei gegeneinandergekehrte S-förmige rote Doppelhaken (Wolfseisen). ",4211417-2
Schönau im Schwarzwald,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/14985/Sch%C3%B6nau+im+Schwarzwald," In gespaltenem Schild vorn in Rot ein silberner (weißer) Balken, hinten in Blau ein steigender goldener (gelber) Hirsch. ",4376062-4
Weisenbach,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/5844/Weisenbach," In Silber (Weiß) eine schrägrechte rote Leiter, oben und unten begleitet von je einer blaubesamten roten Rose mit grünen Kelchblättern. ",4639186-1
Brühl,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/6270/Br%C3%BChl, In Blau ein silbernes (weißes) Hufeisen. ,4267592-3
Schluchsee,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/9064/Schluchsee," In Blau ein abgerissener silberner (weißer) Hirschkopf im Visier, zwischen den Stangen schwebend der silberne (weiße) lateinische Großbuchstabe S. ",4267949-7
Bösingen,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/12226/B%C3%B6singen," In von einer durchgehenden silbernen (weißen) Hellebarde mit goldener (gelber) Stange gespaltenem Schild vorn in Schwarz ein linksgewendeter silberner (weißer) Pferderumpf mit silbernem (weißem) Zaumzeug, hinten in Blau ein goldener (gelber) Löwe, mit den Vorderpranken die Hellebarde haltend. ",4358839-6
Böbingen an der Rems,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/4275/B%C3%B6bingen+an+der+Rems," In geteiltem Schild oben in Rot eine auf der Teilung stehende silberne (weiße) Kapelle mit Dachreiter, unten in Grün eine schräglinke goldene (gelbe) Glocke. ",4490958-5
Zimmern unter der Burg,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/16555/Zimmern+unter+der+Burg, Mit drei mittleren aufsteigenden Spitzen von Silber (Weiß) und Rot geteilter Schild. ,7839274-3
Remseck am Neckar,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/1193/Remseck+am+Neckar," In gespaltenem Schild vorne in Blau ein pfahlweise gestellter goldener (gelber) Fisch, hinten in Silber (Weiß) ein roter Adlerflügel. ",4103699-2
Pfaffenweiler,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/8828/Pfaffenweiler," In Rot drei goldene (gelbe) Kelche (1:2), bedeckt mit je einem goldenen (gelben) Deckel. ",4103071-0
Gutach (Schwarzwaldbahn),https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/10589/Gutach+Schwarzwaldbahn," Unter goldenem (gelbem) Schildhaupt, worin eine schwarze Hirschstange, in Silber (Weiß) auf einem von Grün über Blau im Wellenschnitt geteilten Schildfuß eine grüne Linde. ",4022595-1
Bischweier,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/5603/Bischweier," In Silber (Weiß) das rote Ortszeichen in Form eines spiegelverkehrten kleinen h, überhöht rechts oben von einem roten Stern. ",4417167-5
Frickenhausen,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/356/Frickenhausen," In Silber (Weiß) ein schwarzes Fleckenzeichen in Form eines spitzen Hakens, dessen Schaft oben in ein vierspeichiges Rädchen ausläuft. ",4227613-5
Wangen im Allgäu,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/20308/Wangen+im+Allg%C3%A4u," Unter rotem Schildhaupt, darin drei linksgewendete bartlose silberne (weiße) Männerköpfe („Wangen"") nebeneinander, gespalten, vorne in Silber (Weiß) ein halber, rot bewehrter und rot bezungter schwarzer Adler am Spalt, hinten in Silber (Weiß) eine blaue Lilie. ",4064555-1
Althütte,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/1275/Alth%C3%BCtte, In Blau zwei schräg gekreuzte silberne (weiße) Glasbläserpfeifen. ,4319272-5
Schnürpflingen,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/16957/Schn%C3%BCrpflingen," In Rot ein silbernes (weißes) Hirschgeweih mit silbernem (weißem) Grind, aus dem eine silberne (weiße) Tanne wächst. ",7833493-7
Rottweil,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/12391/Rottweil," In Gold (Gelb) ein rot bewehrter und rot bezungter schwarzer Adler, die Brust belegt mit einem goldenen (gelben) Hochkreuz. ",4050742-7
Wittnau,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/9417/Wittnau," In gespaltenem Schild vorn in Blau auf grünem Berg eine goldene (gelbe) Kirche, hinten in Gold (Gelb) ein aufgerichteter, rot bewehrter und rot bezungter schwarzer Bär. ",4241642-5
Eberbach,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/6291/Eberbach, In Silber (Weiß) auf erniedrigtem blauen Wellenbalken ein schreitender schwarzer Eber. ,4013433-7
Kleines Wiesental,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/15197/Kleines+Wiesental," In Rot eine erhöhte, aufsteigende goldene (gelbe) Spitze, belegt mit einer grünen Tanne mit je vier Ästen rechts und links und schwarzem Stamm über einer erniedrigten blauen Wellendeichsel. ",7533226-7
Auenwald,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/1294/Auenwald," Von Blau und Gold (Gelb) im Zinnenschnitt (3 goldene Zinnen) erhöht geteilt, unten ein rot bezungter schwarzer Eberrumpf mit silbernen (weißen) Hauern. ",4391210-2
Oppenweiler,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/1508/Oppenweiler, In Gold (Gelb) ein roter Schrägbalken belegt mit drei goldenen (gelben) Beilen. ,4224405-5
Seebach,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/11816/Seebach, In Silber (Weiß) auf grünem Dreiberg eine grüne Tanne. ,4106853-1
Allmersbach im Tal,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/1272/Allmersbach+im+Tal, In Silber (Weiß) eine aufgerichtete rote Armbrust mit linkshin weisendem Abzugsbügel. ,4308601-9
Reute,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/9917/Reute," In gespaltenem Schild vorn in Rot ein silberner (weißer) Balken, hinten in Blau eine gestürzte goldene (gelbe) Pflugschar. ",4362142-9
Karlsruhe,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/5222/Karlsruhe," In Rot ein beiderseits silbern (weiß) eingefasster goldener (gelber) Schrägbalken, auf dem das Wort FIDELITAS in schwarzen lateinischen Großbuchstaben steht. ",4029713-5
Calw,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/6976/Calw, In Gold (Gelb) auf blauem Dreiberg ein stehender blau bezungter und blau gekrönter roter Löwe. ,4009341-4
Erlenmoos,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/17249/Erlenmoos," In Gold (Gelb) ein schräglinker grüner Erlenzweig mit einem Blatt, einem Fruchtzapfen und zwei männlichen Kätzchen. ",7818141-0
Holzgerlingen,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/132/Holzgerlingen, In Rot eine silberne (weiße) Lilie. ,4322929-3
Kanzach,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/17308/Kanzach," In Gold (Gelb) ein achtschaufliges blaues Mühlrad mit vier schrägen Speichen, überdeckt mit einem schwebenden roten Kreuz mit Tatzenenden (Adelindiskreuz). ",4454228-8
Ingoldingen,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/17283/Ingoldingen," In Grün ein aufgerichtetes goldenes (gelbes) Ross, rechts unten ein silbernes (weißes) Patriarchenhochkreuz mit Kleeblattenden. ",4095967-3
Kirchberg an der Iller,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/17314/Kirchberg+an+der+Iller," In Silber (Weiß) auf grünem Berg eine rote Kirche (Giebelseite, links davon Turm mit Pyramidendach), rechts oben ein sechsstrahliger roter Stern. ",4409824-8
Laupheim,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/17354/Laupheim," In geteiltem, oben von Grün und Rot gespaltenem Schild vorne ein silberner (weißer) Balken, unten in Silber (Weiß), aus der mittleren Kuppe eines goldenen (gelben) Dreibergs wachsend, drei bestielte grüne Blätter (Laub). ",4034744-8
Maselheim,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/17373/Maselheim," In von Silber (Weiß) und Rot geviertem Schild in den Feldern 2 und 3 je ein schwebendes silbernes (weißes) Kreuz mit Tatzenenden, das Ganze mit einem doppelreihig von Silber (Weiß) und Rot geschachten Schrägbalken (Zisterzienserbalken) überdeckt. ",4037835-4
Illmensee,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/21100/Illmensee, In Rot über einem goldenen (gelben) Dreiberg ein springender silberner (weißer) Fisch. ,4104407-1
Rot an der Rot,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/17494/Rot+an+der+Rot," In Rot ein aufgerichteter silberner (weißer) Greif, mit den Vorderpranken ein gleicharmiges silbernes (weißes) Kreuz mit Tatzenenden haltend. ",4050621-6
Riedlingen,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/17477/Riedlingen," In gespaltenem Schild vorne in Rot ein silberner (weißer) Balken, überdeckt von zwei schräg gekreuzten goldenen (gelben) Rudern, hinten in Gold (Gelb) ein roter Löwe. ",4049967-4
Dornstadt,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/16752/Dornstadt," Unter blauem Schildhaupt, darin ein linkshin liegendes goldenes (gelbes) Schwert, in Gold (Gelb) ein aus dem Unterrand emporkommendes schwarzes Patriarchenhochkreuz. ",4012799-0
Schwendi,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/17580/Schwendi, In einem von Blau und Silber (Weiß) gevierten Schild eine schräglinke silberne (weiße) Raute. ,4106809-9
Jungingen,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/16439/Jungingen," In gespaltenem Schild vorne in Blau eine silberne (weiße) Schere mit offenen halbrunden Griffbügeln, hinten von Silber (Weiß) und Blau geviert. ",4226620-8
Ummendorf,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/17695/Ummendorf," In Gold (Gelb) ein blauer Schräglinksbalken, belegt mit drei gestürzten, kreuzförmig eingebrochenen silbernen (weißen) Lindenblättern. ",4460827-5
Tiefenbach,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/17693/Tiefenbach," Über blauem Schildfuß, darin ein silberner (weißer) Fisch, in Gold (Gelb) drei abgeschnittene grüne Ähren nebeneinander, die seitlichen nach außen geneigt. ",4801666-4
Unlingen,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/17706/Unlingen," In Gold (Gelb) auf grünem Dreiberg ein golden (gelb) bewehrter, rot bezungter schwarzer Adler, der mit dem angehobenen rechten Fang einen golden (gelb) gerahmten roten Kartuschenschild, darin ein silberner (weißer) Balken, emporhält. ",4515851-4
Wain,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/17735/Wain," In Rot unter einem erhöhten silbernen (weißen) Sparren eine fünfblättrige silberne (weiße) Rose, belegt mit einem herzförmigen roten Schildchen, darin ein lateinisches silbernes (weißes) Kreuz (Lutherrose). ",4577016-5
Bermatingen,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/17793/Bermatingen," In Silber (Weiß) ein aufgerichteter, rot bewehrter und rot bezungter schwarzer Bär. ",4282738-3
Frickingen,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/17823/Frickingen," In Gold (Gelb) ein blau bewehrter und blau bezungter roter Adler, belegt mit einem zweimal von Gold (Gelb) und Rot schräg geteilten Brustschild. ",4356691-1
Friedrichshafen,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/17846/Friedrichshafen," In gespaltenem Schild vorne in Gold (Gelb) eine bewurzelte grüne Buche, hinten in Rot ein silbernes (weißes) Hifthorn (Mundstück unten) mit goldener (gelber) Fessel und goldenen (gelben) Beschlägen. ",4018596-5
Hagnau am Bodensee,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/17922/Hagnau+am+Bodensee," In gespaltenem Schild vorne in Blau ein mit der Krümme zur Spaltung gewendeter goldener (gelber) Abtsstab, hinten in Silber (Weiß) an grünem Rebzweig mit zwei grünen Blättern eine blaue Traube. ",4245999-0
Langenargen,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/18008/Langenargen," In Silber (Weiß) an drei goldenen (gelben) Trageringen eine dreilatzige, golden (gelb) befranste rote Fahne, oben belegt mit einem kurzen, doppelreihig von Schwarz und Gold (Gelb) gespickelten Balken. ",4034500-2
Markdorf,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/18015/Markdorf, In Gold (Gelb) ein achtspeichiges rotes Rad ohne Felgen (Mühlrad). ,4037582-1
Meckenbeuren,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/18051/Meckenbeuren," In gespaltenem Schild vorne in Silber (Weiß) eine dreilatzige rote Fahne mit drei roten Trageringen, hinten in Rot ein aufgerichterer silberner (weißer) Windhund mit schwarzem Halsband und silbernem (weißem) Ring daran. ",4038191-2
Oberteuringen,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/18145/Oberteuringen," In Blau auf einem schreitenden silbernen (weißen) Roß der silbern (weiß) gerüstete heilige Martin, mit silbernem (weißem) Schwert seinen goldenen (gelben) Mantel teilend. ",4273371-6
Ulm,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/16620/Ulm, Von Schwarz und Silber (Weiß) geteilt. ,4061529-7
Aitrach,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/18619/Aitrach, In Rot übereinander drei mit dem Mundstück nach links gekehrte silberne (weiße) Hifthörner mit goldenen (gelben) Fesseln. ,4441017-7
Amtzell,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/18648/Amtzell," In gespaltenem Schild vorne in Silber (Weiß) ein linkshin aufgerichteter, rot bewehrter und rot bezungter schwarzer Bär, hinten in Rot eine dreilatzige silberne (weiße) Fahne mit drei silbernen (weißen) Trageringen. ",4001811-8
Durlangen,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/4316/Durlangen, In Rot auf grünem Dreiberg eine silberne (weiße) Tanne. ,4760697-6
Hohentengen am Hochrhein,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/15436/Hohentengen+am+Hochrhein," In gespaltenem Schild vorn in Silber (Weiß) ein halbes, durchgehendes rotes Kreuz am Spalt, hinten von Silber (Weiß) und Blau siebenmal gespalten. ",4304237-5
Kusterdingen,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/16127/Kusterdingen,,4363128-9
Bad Waldsee,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/18832/Bad+Waldsee," In Schwarz ein silberner (weißer) Balken. In den Stadtsiegeln wird der Schild seit dem 16. Jahrhundert oben von einem sechsstrahligen Stern, vorne von einem aufwärts schwimmenden Fisch, hinten von einer gestürzten Kornschaufel begleitet. ",4064416-9
Rutesheim,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/193/Rutesheim, In Gold (Gelb) ein grünes Rutenbündel. ,4315137-1
Bodnegg,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/19293/Bodnegg," In Blau über einem goldenen (gelben) Dreiberg ein silbernes (weißes) Schwert, beheftet mit zwei schräg gekreuzten goldenen (gelben) Schlüsseln (Bärte oben, abgewendet). ",4219800-8
Neckargerach,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/6120/Neckargerach," In Blau eine schrägrechte, mit roten Punkten bestreute silberne (weiße) Forelle. ",4102410-2
Beilstein,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/1854/Beilstein," In Rot ein sechskantiger, gegrateter silberner (weißer) Stein, rundum besteckt mit drei (2:1) darin eingehauenen silbernen (weißen) Spitzhämmern (Beilen). ",4087099-6
Ebenweiler,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/19400/Ebenweiler, In Rot ein silberner (weißer) Kübelhelm mit einem silbernen (weißen) Adlerflügel als Helmzier. ,4218892-1
Isny im Allgäu,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/19483/Isny+im+Allg%C3%A4u," In Schwarz ein golden (gelb) gekrönter goldener (gelber) Adler (Reichsadler) mit silbernem (weißem) Brustschild, darin ein mit den Stollen abwärts gekehrtes schwarzes Hufeisen. ",4027758-6
Bad Wurzach,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/18893/Bad+Wurzach, In Silber (Weiß) ein aufrechter roter Krebs. ,4067100-8
Dotternhausen,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/16346/Dotternhausen, In Blau ein aufgerichteter goldener (gelber) Hirsch. ,4402049-1
Kißlegg,https://www.leo-bw.de/web/guest/detail-gis/-/Detail/details/ORT/labw_ortslexikon/19597/Ki%C3%9Flegg," In von Silber (Weiß) und Grün schräglinks geteiltem Schild ein aufgerichteter, feuerspeiender, im silbernen (weißen) Feld schwarzer, im grünen Feld silberner (weißer) Panther. ",4098461-8
